"Treatment","ID","PIC","Head_area","Tail_area","Head_DNA","Tail_DNA","Head_DNA_.","Tail_DNA_.","Head_Radius","Tail_Length","Comet_lenght","Olive_Tail_Moment"
"H2O2","1H202","1H202 - 5",5496,10469,"1735,37","1265,7500000","57,8240","42,17600",43,119,206,"34,555900000"
"H2O2","1H202","1H202 - 5",6452,11045,"1097,12","1060,2700000","50,8541","49,14590",45,124,215,"39,948700000"
"H2O2","1H202","1H202 - 5",5459,1268,"2408,68","87,8352000","96,4817","3,51832",42,26,111,"1,488970000"
"H2O2","1H202","1H202 - 5",7603,10532,"1900,04","1312,5000000","59,1445","40,85550",50,115,216,"34,912200000"
"H2O2","1H202","1H202 - 5",7301,6749,"2435,34","785,7790000","75,6054","24,39460",48,83,180,"17,733800000"
"H2O2","1H202","1H202 - 5",7343,8697,"2226,60","949,9380000","70,0952","29,90480",48,98,195,"23,291800000"
"H2O2","1H202","1H202 - 5",6661,9313,"2047,26","1049,1100000","66,1180","33,88200",46,101,194,"26,210800000"
"H2O2","1H202","1H202 - 5",6680,6728,"2119,92","678,0540000","75,7662","24,23380",46,84,177,"16,666900000"
"H2O2","1H202","1H202 - 5",6422,7198,"2022,85","876,7890000","69,7621","30,23790",46,93,186,"20,771200000"
"H2O2","1H202","1H202 - 5",6215,6887,"1948,09","616,8940000","75,9494","24,05060",46,84,177,"16,884500000"
"H2O2","1H202","1H202 - 5",7375,6495,"2254,48","654,7980000","77,4928","22,50720",49,78,177,"16,302700000"
"H2O2","1H202","1H202 - 5",6148,6824,"1415,53","586,4740000","70,7057","29,29430",44,81,170,"19,199500000"
"H2O2","1H202","1H202 - 5",7193,8365,"1857,42","940,4180000","66,3877","33,61230",48,96,193,"25,048300000"
"H2O2","1H202","1H202 - 5",6947,8079,"2160,05","952,7690000","69,3921","30,60790",47,91,186,"21,936900000"
"H2O2","1H202","1H202 - 5",6453,8890,"2026,82","897,0100000","69,3207","30,67930",45,100,191,"23,336300000"
"H2O2","1H202","1H202 - 5",6709,8377,"1862,46","782,5120000","70,4151","29,58490",46,94,187,"22,587500000"
"H2O2","1H202","1H202 - 5",6703,8745,"1912,36","777,6550000","71,0910","28,90900",47,96,191,"20,914500000"
"H2O2","1H202","1H202 - 5",5533,11692,"711,47","1213,4300000","36,9614","63,03860",44,123,212,"52,423400000"
"H2O2","1H202","1H202 - 5",6219,8209,"2267,28","855,4520000","72,6056","27,39440",45,85,176,"19,750700000"
"H2O2","1H202","1H202 - 5",6429,7865,"2128,07","761,3660000","73,6500","26,35000",46,89,182,"18,670800000"
"H2O2","1H202","1H202 - 5",6036,11144,"1200,78","1373,8900000","46,6383","53,36170",44,120,209,"43,769800000"
"H2O2","1H202","1H202 - 6",6919,5797,"2702,04","444,7240000","85,8673","14,13270",47,77,172,"9,431460000"
"H2O2","1H202","1H202 - 6",6481,5621,"1789,76","349,2870000","83,6709","16,32910",46,75,168,"10,014400000"
"H2O2","1H202","1H202 - 6",6992,7271,"1583,22","622,5950000","71,7749","28,22510",47,90,185,"21,047200000"
"H2O2","1H202","1H202 - 6",6467,8977,"1502,75","842,6640000","64,0718","35,92820",45,99,190,"26,926600000"
"H2O2","1H202","1H202 - 6",6415,10267,"2155,52","1514,6200000","58,7314","41,26860",47,110,205,"32,596100000"
"H2O2","1H202","1H202 - 6",6435,6957,"1672,08","619,6180000","72,9624","27,03760",46,86,179,"18,617800000"
"H2O2","1H202","1H202 - 6",6534,6549,"1757,63","519,4110000","77,1893","22,81070",45,76,167,"15,404700000"
"H2O2","1H202","1H202 - 6",6489,3648,"2089,55","217,6530000","90,5664","9,43364",45,54,145,"5,192140000"
"H2O2","1H202","1H202 - 6",6707,6035,"1988,09","436,6250000","81,9927","18,00730",47,75,170,"11,294700000"
"H2O2","1H202","1H202 - 6",6735,6827,"1752,31","561,7970000","75,7230","24,27700",47,79,174,"15,603800000"
"H2O2","1H202","1H202 - 6",6684,5102,"2057,16","335,0100000","85,9956","14,00440",46,75,168,"9,303890000"
"H2O2","1H202","1H202 - 6",6456,9470,"1326,18","954,6550000","58,1446","41,85540",45,105,196,"32,760700000"
"H2O2","1H202","1H202 - 6",5695,8056,"1314,77","681,2850000","65,8684","34,13160",43,92,179,"23,742200000"
"H2O2","1H202","1H202 - 6",5802,8412,"1523,83","859,2620000","63,9434","36,05660",43,110,197,"27,395700000"
"H2O2","1H202","1H202 - 6",5485,7511,"1294,29","777,2670000","62,4791","37,52090",45,93,184,"27,256600000"
"H2O2","1H202","1H202 - 6",6439,7248,"1734,73","605,4120000","74,1293","25,87070",45,84,175,"17,590500000"
"H2O2","1H202","1H202 - 6",6682,2993,"2065,73","168,0370000","92,4774","7,52261",46,52,145,"4,108590000"
"H2O2","1H202","1H202 - 6",5047,10026,"993,41","953,2960000","51,0304","48,96960",41,112,195,"36,146800000"
"H2O2","1H202","1H202 - 6",5133,10185,"1145,95","1006,1200000","53,2488","46,75120",41,112,195,"31,443200000"
"H2O2","1H202","1H202 - 6",7498,6569,"1887,86","507,3840000","78,8170","21,18300",49,81,180,"15,206700000"
"H2O2","1H202","1H202 - 6",6256,6424,"1596,49","466,8370000","77,3746","22,62540",45,76,167,"13,437400000"
"H2O2","1H202","1H202 - 6",5224,8787,"1426,79","715,8600000","66,5900","33,41000",44,103,192,"23,325100000"
"H2O2","1H202","1H202 - 6",6436,5829,"1696,31","372,5530000","81,9924","18,00760",46,84,177,"12,662500000"
"H2O2","1H202","1H202 - 6",9910,6143,"1691,15","452,5510000","78,8892","21,11080",62,74,199,"17,439900000"
"H2O2","1H202","1H202 - 6",5736,6769,"1547,86","647,6460000","70,5013","29,49870",43,75,162,"18,943400000"
"H2O2","1H202","1H202 - 7",7483,7861,"1780,08","549,4630000","76,4133","23,58670",49,100,199,"19,679800000"
"H2O2","1H202","1H202 - 7",5752,10546,"1216,33","1117,0400000","52,1277","47,87230",43,129,216,"41,437300000"
"H2O2","1H202","1H202 - 7",6438,9719,"1489,49","961,5980000","60,7686","39,23140",45,119,210,"32,993700000"
"H2O2","1H202","1H202 - 7",8376,8559,"3068,04","1066,8300000","74,1992","25,80080",53,108,215,"23,520700000"
"H2O2","1H202","1H202 - 7",6672,8804,"1741,59","931,7850000","65,1457","34,85430",46,111,204,"28,484600000"
"H2O2","1H202","1H202 - 7",6833,8682,"1894,24","892,0320000","67,9847","32,01530",46,106,199,"26,058600000"
"H2O2","1H202","1H202 - 7",5541,13746,"828,80","1641,8900000","33,5453","66,45470",42,152,237,"68,026800000"
"H2O2","1H202","1H202 - 7",5097,9335,"1823,52","937,3750000","66,0482","33,95180",41,115,198,"26,462600000"
"H2O2","1H202","1H202 - 7",2097,16270,"167,40","1398,5300000","10,6901","89,30990",26,179,232,"92,114600000"
"H2O2","1H202","1H202 - 7",5088,10554,"1496,31","1064,1700000","58,4385","41,56150",47,119,214,"32,382200000"
"H2O2","1H202","1H202 - 7",4413,13213,"1182,39","1913,0600000","38,1976","61,80240",40,162,243,"70,522900000"
"H2O2","1H202","1H202 - 7",6452,9144,"1849,43","890,6740000","67,4949","32,50510",45,107,198,"27,539700000"
"H2O2","1H202","1H202 - 7",5097,12378,"1000,02","1296,2600000","43,5497","56,45030",40,145,226,"56,016900000"
"H2O2","1H202","1H202 - 7",6484,10118,"1685,98","991,0150000","62,9803","37,01970",45,124,215,"33,778500000"
"H2O2","1H202","1H202 - 7",6229,12247,"1200,83","1513,3600000","44,2426","55,75740",44,139,228,"52,065900000"
"H2O2","1H202","1H202 - 7",6020,9023,"1836,64","725,4720000","71,6846","28,31540",44,109,198,"23,468300000"
"H2O2","1H202","1H202 - 7",6606,9245,"1813,51","886,7440000","67,1607","32,83930",46,113,206,"28,211000000"
"H2O2","1H202","1H202 - 7",5801,10206,"1575,15","1043,3900000","60,1537","39,84630",43,119,206,"31,394300000"
"H2O2","1H202","1H202 - 7",6528,11719,"1385,16","1381,7700000","50,0611","49,93890",46,140,233,"49,646900000"
"H2O2","1H202","1H202 - 7",5976,6766,"1866,65","397,7730000","82,4338","17,56620",47,123,218,"12,744200000"
"H2O2","1H202","1H202 - 7",5423,7994,"1533,77","870,5300000","63,7928","36,20720",44,109,198,"29,011500000"
"H2O2","1H202","1H202 - 7",6385,7716,"1981,03","608,5560000","76,4999","23,50010",45,100,191,"18,215500000"
"H2O2","1H202","1H202 - 7",6348,10239,"1313,89","1289,5400000","50,4677","49,53230",45,120,211,"43,503400000"
"H2O2","1H202","1H202 - 7",7657,8312,"1738,55","920,7140000","65,3770","34,62300",52,91,196,"29,606700000"
"H2O2","1H202","1H202 - 8",5547,11382,"1407,54","1048,3800000","57,3121","42,68790",43,135,222,"40,087400000"
"H2O2","1H202","1H202 - 8",4989,14791,"777,77","1437,7600000","35,1053","64,89470",40,170,251,"72,607600000"
"H2O2","1H202","1H202 - 8",5063,14321,"552,65","1480,4400000","27,1827","72,81730",41,159,242,"75,082500000"
"H2O2","1H202","1H202 - 8",5841,12413,"1079,81","1239,1600000","46,5641","53,43590",43,140,227,"53,784100000"
"H2O2","1H202","1H202 - 8",5934,11719,"1234,18","1204,4000000","50,6107","49,38930",43,135,222,"47,938000000"
"H2O2","1H202","1H202 - 8",8223,10324,"1142,91","1115,0000000","50,6180","49,38200",52,117,222,"46,027400000"
"H2O2","1H202","1H202 - 8",5624,9823,"1046,58","706,5660000","59,6973","40,30270",42,126,211,"36,597200000"
"H2O2","1H202","1H202 - 8",3658,15222,"330,83","1393,1200000","19,1903","80,80970",34,163,232,"82,146000000"
"H2O2","1H202","1H202 - 8",4916,11454,"1075,21","1058,2100000","50,3984","49,60160",39,131,210,"42,328500000"
"H2O2","1H202","1H202 - 8",5838,9478,"1664,31","828,2830000","66,7702","33,22980",46,110,203,"27,420600000"
"H2O2","1H202","1H202 - 8",5659,9928,"1122,58","966,4650000","53,7365","46,26350",43,115,202,"41,365500000"
"H2O2","1H202","1H202 - 9",4987,12449,"903,74","1399,5300000","39,2373","60,76270",42,130,215,"55,702900000"
"H2O2","1H202","1H202 - 9",6672,4072,"1265,12","200,4190000","86,3245","13,67550",46,72,165,"8,135050000"
"H2O2","1H202","1H202 - 9",5559,10926,"1752,98","1016,0700000","63,3062","36,69380",43,123,210,"31,112600000"
"H2O2","1H202","1H202 - 9",6376,10982,"1471,17","1161,7100000","55,8769","44,12310",45,123,214,"38,965800000"
"H2O2","1H202","1H202 - 9",4159,12134,"819,58","1108,4900000","42,5077","57,49230",37,137,212,"48,911100000"
"H2O2","1H202","1H202 - 9",6290,7882,"1441,84","610,6870000","70,2470","29,75300",45,99,190,"22,940100000"
"H2O2","1H202","1H202 - 9",4896,15454,"479,50","1112,8800000","30,1120","69,88800",39,173,252,"80,262200000"
"H2O2","1H202","1H202 - 9",5412,10081,"1437,61","781,8590000","64,7727","35,22730",43,115,202,"27,326200000"
"H2O2","1H202","1H202 - 9",4274,14356,"375,06","1230,9100000","23,3541","76,64590",37,157,232,"73,774200000"
"H2O2","1H202","1H202 - 9",7281,7006,"1705,85","448,9890000","79,1637","20,83630",50,81,182,"16,743600000"
"H2O2","1H202","1H202 - 9",6756,11396,"1337,00","1345,2000000","49,8472","50,15280",46,125,218,"48,007200000"
"H2O2","1H202","1H202 - 9",6399,15554,"611,53","1752,0900000","25,8725","74,12750",45,169,260,"77,774500000"
"H2O2","1H202","1H202 - 9",6065,12298,"771,07","976,3280000","44,1268","55,87320",46,133,226,"52,554600000"
"H2O2","1H202","1H202 - 9",6207,10041,"1642,80","956,0780000","63,2119","36,78810",44,117,206,"32,718300000"
"H2O2","1H202","1H202 - 9",7296,8887,"2001,52","797,9720000","71,4958","28,50420",49,100,199,"24,471000000"
"H2O2","1H202","1H202 - 9",3786,13941,"748,82","1557,1200000","32,4735","67,52650",35,158,229,"69,401000000"
"H2O2","1H202","1H202 - 9",1589,16139,"160,75","1316,0400000","10,8851","89,11490",23,188,235,"101,796000000"
"H2O2","1H202","1H202 - 10",4568,9458,"876,50","790,2000000","52,5888","47,41120",38,134,211,"45,733500000"
"H2O2","1H202","1H202 - 10",4210,13512,"897,39","1212,1400000","42,5399","57,46010",37,154,229,"56,813300000"
"H2O2","1H202","1H202 - 10",4662,13598,"787,85","1224,7100000","39,1466","60,85340",38,154,231,"62,366300000"
"H2O2","1H202","1H202 - 10",5109,12742,"773,60","1109,7600000","41,0753","58,92470",40,148,229,"63,500300000"
"H2O2","1H202","1H202 - 10",5162,12814,"924,16","979,7350000","48,5406","51,45940",40,158,239,"55,624600000"
"H2O2","1H202","1H202 - 10",5113,11076,"988,18","874,3050000","53,0572","46,94280",40,140,221,"48,244400000"
"H2O2","1H202","1H202 - 10",4380,14159,"638,08","1401,9000000","31,2789","68,72110",37,154,229,"69,360400000"
"H2O2","1H202","1H202 - 10",3676,11696,"993,99","994,6520000","49,9833","50,01670",35,151,222,"44,631100000"
"H2O2","1H202","1H202 - 10",5295,10731,"1284,07","987,4250000","56,5298","43,47020",42,131,216,"40,053900000"
"H2O2","1H202","1H202 - 10",5146,10787,"938,73","974,7840000","49,0578","50,94220",40,131,212,"47,093500000"
"H2O2","1H202","1H202 - 10",6370,10143,"1516,29","839,6500000","64,3603","35,63970",47,112,207,"31,266500000"
"H2O2","1H202","1H202 - 10",4900,12260,"793,86","1330,3600000","37,3719","62,62810",46,119,212,"55,274300000"
"H2O2","1H202","1H202 - 10",4839,9615,"1630,04","701,3100000","69,9183","30,08170",39,127,206,"25,483800000"
"H2O2","1H202","1H202 - 10",4781,12791,"983,13","1231,4500000","44,3935","55,60650",39,148,227,"54,450200000"
"H2O2","1H202","1H202 - 10",4454,11818,"1063,32","1055,9000000","50,1752","49,82480",38,143,220,"43,138400000"
"H2O2","1H202","1H202 - 10",3818,13778,"596,47","1126,5800000","34,6171","65,38290",35,157,228,"67,168800000"
"H2O2","2H202","2H202 - 1",2280,11106,"282,44","457,4530000","38,1727","61,82730",27,162,217,"60,226500000"
"H2O2","2H202","2H202 - 1",2890,14770,"155,38","643,6330000","19,4467","80,55330",30,186,247,"95,848100000"
"H2O2","2H202","2H202 - 1",1522,16476,"126,40","752,4630000","14,3825","85,61750",22,198,243,"100,608000000"
"H2O2","2H202","2H202 - 1",4476,14756,"365,71","710,5840000","33,9784","66,02160",42,171,256,"73,002600000"
"H2O2","2H202","2H202 - 1",5444,7121,"674,57","325,1060000","67,4788","32,52120",43,96,183,"23,316300000"
"H2O2","2H202","2H202 - 1",2925,15230,"233,11","639,6770000","26,7088","73,29120",31,179,242,"80,036200000"
"H2O2","2H202","2H202 - 1",5594,10639,"517,48","537,3070000","49,0601","50,93990",42,137,222,"44,548100000"
"H2O2","2H202","2H202 - 1",4032,14771,"237,07","787,3360000","23,1418","76,85820",36,184,257,"83,984800000"
"H2O2","2H202","2H202 - 1",5657,13620,"348,44","808,5340000","30,1167","69,88330",42,159,244,"94,597100000"
"H2O2","2H202","2H202 - 1",4974,12799,"761,80","687,3690000","52,5681","47,43190",41,164,247,"47,984900000"
"H2O2","2H202","2H202 - 2",8683,10233,"445,23","625,8130000","41,5695","58,43050",56,125,238,"60,698600000"
"H2O2","2H202","2H202 - 2",3805,14752,"363,18","1040,9400000","25,8655","74,13450",35,175,246,"88,433700000"
"H2O2","2H202","2H202 - 2",14515,1214,"883,62","41,2390000","95,5411","4,45893",90,14,195,"3,673330000"
"H2O2","2H202","2H202 - 2",5507,8870,"1354,43","847,2310000","61,5186","38,48140",42,125,210,"33,538100000"
"H2O2","2H202","2H202 - 2",3181,16324,"474,14","2484,0500000","16,0282","83,97180",32,186,251,"103,983000000"
"H2O2","2H202","2H202 - 2",6340,9653,"919,44","852,1620000","51,8989","48,10110",45,141,232,"47,506900000"
"H2O2","2H202","2H202 - 2",5884,9280,"805,53","679,7110000","54,2357","45,76430",43,124,211,"37,299300000"
"H2O2","2H202","2H202 - 2",5098,10972,"580,36","827,8750000","41,2117","58,78830",40,136,217,"51,405200000"
"H2O2","2H202","2H202 - 2",3873,13784,"509,30","1094,9100000","31,7476","68,25240",36,163,236,"62,571300000"
"H2O2","2H202","2H202 - 2",6006,9756,"738,36","590,5210000","55,5624","44,43760",44,122,211,"38,272000000"
"H2O2","2H202","2H202 - 3",6039,12982,"827,89","1240,0000000","40,0355","59,96450",44,152,241,"62,686600000"
"H2O2","2H202","2H202 - 3",3780,15111,"699,07","1486,1800000","31,9903","68,00970",36,174,247,"70,910500000"
"H2O2","2H202","2H202 - 3",3775,17197,"386,86","1663,5700000","18,8671","81,13290",35,197,268,"97,728800000"
"H2O2","2H202","2H202 - 3",5992,12301,"828,28","1152,5500000","41,8148","58,18520",45,143,234,"55,613800000"
"H2O2","2H202","2H202 - 3",6696,5877,"2092,21","523,8870000","79,9744","20,02560",46,70,163,"12,894000000"
"H2O2","2H202","2H202 - 3",5423,16676,"378,87","1195,3300000","24,0674","75,93260",41,193,276,"96,850200000"
"H2O2","2H202","2H202 - 3",5803,14944,"611,91","1347,7300000","31,2257","68,77430",43,174,261,"80,417600000"
"H2O2","2H202","2H202 - 3",5435,16643,"326,54","812,3520000","28,6719","71,32810",43,206,293,"85,976400000"
"H2O2","2H202","2H202 - 4",6244,5510,"1623,90","276,6070000","85,4456","14,55440",44,96,185,"10,508800000"
"H2O2","2H202","2H202 - 4",3107,13539,"417,64","1046,5400000","28,5239","71,47610",32,166,231,"76,516500000"
"H2O2","2H202","2H202 - 4",2866,14460,"201,45","933,8640000","17,7437","82,25630",30,173,234,"90,803800000"
"H2O2","2H202","2H202 - 4",4516,11862,"882,72","1124,1700000","43,9843","56,01570",38,137,214,"49,044800000"
"H2O2","2H202","2H202 - 4",4695,12271,"628,84","1014,5200000","38,2656","61,73440",39,145,224,"58,919200000"
"H2O2","2H202","2H202 - 4",6379,5275,"1717,93","375,0920000","82,0789","17,92110",45,63,154,"11,045700000"
"H2O2","2H202","2H202 - 4",5974,10680,"895,57","977,2370000","47,8196","52,18040",44,127,216,"45,021200000"
"H2O2","2H202","2H202 - 4",10312,4797,"946,37","309,6970000","75,3438","24,65620",63,61,188,"18,980700000"
"H2O2","2H202","2H202 - 4",5517,8871,"1579,14","1040,1800000","60,2882","39,71180",43,103,190,"31,678500000"
"H2O2","2H202","2H202 - 4",5158,9359,"1305,76","847,2160000","60,6490","39,35100",40,122,203,"31,885700000"
"H2O2","2H202","2H202 - 4",4801,11831,"464,83","1218,9900000","27,6057","72,39430",39,137,216,"67,330200000"
"H2O2","2H202","2H202 - 4",5078,11525,"815,92","1154,6700000","41,4049","58,59510",42,133,218,"48,518000000"
"H2O2","2H202","2H202 - 4",4114,12593,"412,44","945,1120000","30,3812","69,61880",37,144,219,"61,069300000"
"H2O2","2H202","2H202 - 4",5385,1004,"1958,17","74,3976000","96,3397","3,66028",41,14,97,"1,372170000"
"H2O2","2H202","2H202 - 5",6429,8330,"2465,57","700,1510000","77,8834","22,11660",45,116,207,"18,356000000"
"H2O2","2H202","2H202 - 5",5179,14529,"856,02","2111,5200000","28,8461","71,15390",41,164,247,"72,641900000"
"H2O2","2H202","2H202 - 5",5585,13272,"1226,54","2045,8000000","37,4820","62,51800",43,158,245,"65,923700000"
"H2O2","2H202","2H202 - 5",4859,12696,"1246,50","2005,4100000","38,3314","61,66860",43,144,231,"56,142600000"
"H2O2","2H202","2H202 - 5",15759,384,"2238,41","11,0396000","99,5092","0,49077",91,13,196,"0,441155000"
"H2O2","2H202","2H202 - 5",4276,14351,"601,04","1848,5400000","24,5365","75,46350",37,160,235,"76,862900000"
"H2O2","2H202","2H202 - 5",5169,11788,"1232,45","1852,9600000","39,9443","60,05570",43,137,224,"54,128600000"
"H2O2","2H202","2H202 - 5",6646,7377,"2164,17","661,1760000","76,5984","23,40160",46,98,191,"17,989800000"
"H2O2","2H202","2H202 - 5",6140,11589,"1265,17","1751,1800000","41,9437","58,05630",45,137,228,"53,055600000"
"H2O2","2H202","2H202 - 5",5289,13054,"762,63","1803,9000000","29,7144","70,28560",41,157,240,"65,180400000"
"H2O2","2H202","2H202 - 5",6449,2528,"2566,56","153,9090000","94,3426","5,65745",45,64,155,"3,234780000"
"H2O2","2H202","2H202 - 5",5048,11655,"1611,96","1734,5000000","48,1690","51,83100",42,137,222,"46,799300000"
"H2O2","2H202","2H202 - 6",6881,13316,"1991,59","2328,6400000","46,0992","53,90080",47,154,249,"53,638900000"
"H2O2","2H202","2H202 - 6",5016,12758,"512,84","1120,2300000","31,4035","68,59650",40,149,230,"64,430800000"
"H2O2","2H202","2H202 - 6",6128,8831,"940,89","661,1920000","58,7292","41,27080",44,120,209,"35,696700000"
"H2O2","2H202","2H202 - 6",3668,14586,"524,63","1172,3400000","30,9156","69,08440",35,167,238,"61,715200000"
"H2O2","2H202","2H202 - 6",5017,10783,"722,20","965,0170000","42,8041","57,19590",40,135,216,"49,422000000"
"H2O2","2H202","2H202 - 6",6424,9391,"1148,35","871,2850000","56,8592","43,14080",45,115,206,"34,966200000"
"H2O2","2H202","2H202 - 6",4881,11502,"690,78","1120,4300000","38,1393","61,86070",39,130,209,"50,371500000"
"H2O2","2H202","2H202 - 6",4893,12311,"860,05","1407,1200000","37,9351","62,06490",41,147,230,"59,775000000"
"H2O2","2H202","2H202 - 6",5084,10453,"951,47","1271,1600000","42,8084","57,19160",42,127,212,"47,058100000"
"H2O2","2H202","2H202 - 6",5451,12317,"538,92","1266,6700000","29,8475","70,15250",41,143,226,"64,663000000"
"H2O2","2H202","2H202 - 6",5904,8606,"995,81","789,8460000","55,7672","44,23280",44,102,191,"32,891400000"
"H2O2","2H202","2H202 - 6",5389,11895,"637,94","907,5420000","41,2775","58,72250",43,134,221,"48,949200000"
"H2O2","2H202","2H202 - 6",5470,11561,"607,12","1105,7700000","35,4443","64,55570",42,129,214,"57,201700000"
"H2O2","2H202","2H202 - 7",18167,8,"1876,81","0,1154600","99,9938","0,00615",110,3,224,"0,006008830"
"H2O2","2H202","2H202 - 7",3510,16486,"384,25","1753,9400000","17,9706","82,02940",33,225,292,"135,514000000"
"H2O2","2H202","2H202 - 7",3100,19182,"582,69","1907,1600000","23,4025","76,59750",34,283,352,"131,320000000"
