"Treatment","ID","PIC","Head_area","Tail_area","Head_DNA","Tail_DNA","Head_DNA_.","Tail_DNA_.","Head_Radius","Tail_Length","Comet_lenght","Olive_Tail_Moment"
"cold","1Col","1Col - 2",3505,683,"1381,62","60,2522000","95,8213","4,17874",33,16,83,"1,427190000"
"cold","1Col","1Col - 2",3291,365,"1279,80","25,2194000","98,0675","1,93249",32,11,76,"0,602640000"
"cold","1Col","1Col - 2",3115,388,"1211,95","31,2567000","97,4858","2,51420",31,8,71,"0,753532000"
"cold","1Col","1Col - 2",3290,597,"1263,44","47,4183000","96,3826","3,61736",32,12,77,"1,110600000"
"cold","1Col","1Col - 3",2926,641,"1191,21","53,3675000","95,7120","4,28799",30,16,77,"1,270440000"
"cold","1Col","1Col - 3",2727,515,"1023,61","46,0523000","95,6947","4,30529",29,12,71,"1,241500000"
"cold","1Col","1Col - 3",3288,446,"1085,29","32,5311000","97,0898","2,91022",33,9,76,"0,886877000"
"cold","1Col","1Col - 3",2472,467,"908,37","44,4630000","95,3336","4,66638",28,5,62,"0,786152000"
"cold","1Col","1Col - 3",3009,523,"1140,83","38,5615000","96,7304","3,26960",31,11,74,"0,983903000"
"cold","1Col","1Col - 3",2462,514,"1027,22","54,3691000","94,9732","5,02677",28,12,69,"1,441270000"
"cold","1Col","1Col - 3",3365,627,"1372,70","50,5991000","96,4449","3,55505",33,11,78,"1,050900000"
"cold","1Col","1Col - 3",3311,605,"1340,09","54,2130000","96,1118","3,88819",32,12,77,"1,282560000"
"cold","1Col","1Col - 3",3456,368,"1368,83","25,6379000","98,1615","1,83854",33,11,78,"0,607387000"
"cold","1Col","1Col - 3",3090,287,"1225,47","19,2558000","98,4530","1,54699",31,6,69,"0,459290000"
"cold","1Col","1Col - 3",3151,731,"1241,32","65,5069000","94,9873","5,01265",31,14,77,"1,516650000"
"cold","1Col","1Col - 3",3145,585,"1264,29","49,9285000","96,2009","3,79909",31,10,73,"1,110650000"
"cold","1Col","1Col - 3",3052,578,"1240,14","55,0800000","95,7474","4,25256",32,11,76,"1,296420000"
"cold","1Col","1Col - 3",3471,2,"835,53","-0,0924636","100,0110","-0,01107",33,3,70,"-0,004978170"
"cold","1Col","1Col - 3",2876,646,"1066,72","64,4169000","94,3051","5,69487",30,16,77,"2,093590000"
"cold","1Col","1Col - 3",3123,530,"1196,29","43,9699000","96,4548","3,54522",31,11,74,"1,084630000"
"cold","1Col","1Col - 3",3018,622,"1199,88","48,8474000","96,0882","3,91177",31,20,83,"1,157170000"
"cold","1Col","1Col - 3",3099,526,"1171,40","43,6435000","96,4081","3,59193",31,11,74,"1,067840000"
"cold","1Col","1Col - 3",3221,360,"1131,18","23,6725000","97,9502","2,04982",32,3,68,"0,420739000"
"cold","1Col","1Col - 3",3966,501,"1307,32","26,6597000","98,0015","1,99851",35,9,80,"0,664088000"
"cold","1Col","1Col - 3",2925,184,"1033,58","11,3290000","98,9158","1,08421",30,4,65,"0,314015000"
"cold","1Col","1Col - 3",3327,426,"1375,37","33,6649000","97,6108","2,38921",32,10,75,"0,729279000"
"cold","1Col","1Col - 3",3493,711,"1206,67","49,0313000","96,0953","3,90470",33,14,81,"1,243280000"
"cold","1Col","1Col - 3",3038,523,"1177,79","41,5486000","96,5925","3,40746",31,9,72,"0,916326000"
"cold","1Col","1Col - 3",3053,551,"1203,48","56,3005000","95,5309","4,46908",31,15,78,"1,465510000"
"cold","1Col","1Col - 3",3714,750,"1298,55","67,3620000","95,0683","4,93167",34,18,87,"1,766580000"
"cold","1Col","1Col - 3",2979,419,"1190,04","28,3959000","97,6695","2,33051",31,7,70,"0,564087000"
"cold","1Col","1Col - 3",3295,510,"1353,89","46,0662000","96,7095","3,29054",32,13,78,"1,101730000"
"cold","1Col","1Col - 3",3116,698,"1204,75","57,9255000","95,4125","4,58753",31,14,77,"1,382950000"
"cold","1Col","1Col - 3",3490,518,"1395,97","43,3620000","96,9874","3,01264",33,11,78,"0,974443000"
"cold","1Col","1Col - 3",3106,523,"1287,02","52,6116000","96,0727","3,92733",31,13,76,"1,222870000"
"cold","1Col","1Col - 3",3112,587,"1255,05","54,5924000","95,8315","4,16851",31,12,75,"1,234000000"
"cold","1Col","1Col - 3",3085,596,"1243,48","51,2974000","96,0381","3,96186",31,16,79,"1,250160000"
"cold","1Col","1Col - 3",3042,470,"1307,02","41,8687000","96,8961","3,10395",31,11,74,"0,930193000"
"cold","1Col","1Col - 3",2941,414,"1138,69","33,2178000","97,1655","2,83452",30,10,71,"0,821301000"
"cold","1Col","1Col - 3",3029,178,"1116,14","10,2115000","99,0934","0,90660",31,5,68,"0,267907000"
"cold","1Col","1Col - 3",3095,525,"1250,58","51,7262000","96,0281","3,97191",31,14,77,"1,272720000"
"cold","1Col","1Col - 3",3131,630,"1336,48","57,7082000","95,8608","4,13920",31,16,79,"1,250560000"
"cold","1Col","1Col - 3",3490,569,"1805,38","69,1213000","96,3126","3,68745",33,13,80,"1,198380000"
"cold","1Col","1Col - 3",3306,565,"1363,26","52,8687000","96,2667","3,73332",32,17,82,"1,240580000"
"cold","1Col","1Col - 3",3284,558,"1673,23","66,5645000","96,1740","3,82599",34,13,82,"1,398360000"
"cold","1Col","1Col - 4",2902,639,"1060.8","57,5656000","94,8527","5,14730",30,13,74,"1,495570000"
"cold","1Col","1Col - 4",2546,676,"950,00","67,6013000","93,3568","6,64320",28,16,73,"1,929570000"
"cold","1Col","1Col - 4",2956,453,"1020.08","27,1872000","97,4040","2,59602",31,7,70,"0,610983000"
"cold","1Col","1Col - 4",2620,591,"1013.56","56,8714000","94,6870","5,31296",29,16,75,"1,592430000"
"cold","1Col","1Col - 4",2882,394,"1055.23","27,0578000","97,5000","2,50005",30,11,72,"0,750755000"
"cold","1Col","1Col - 4",2571,694,"961.358","65,0493000","93,6624","6,33758",28,20,77,"1,886280000"
"cold","1Col","1Col - 4",2699,497,"960.716","32,7120000","96,7072","3,29284",29,10,69,"0,854665000"
"cold","1Col","1Col - 4",2542,615,"947.838","62,6405000","93,8009","6,19909",28,14,71,"1,797890000"
"cold","1Col","1Col - 4",3262,523,"1116.34","38,5276000","96,6639","3,33612",32,12,77,"1,091880000"
"cold","1Col","1Col - 4",2705,858,"1022.05","88,8059000","92,0056","7,99437",29,21,80,"2,534420000"
"cold","1Col","1Col - 4",2575,712,"955.394","83,7811000","91,9377","8,06227",29,12,71,"2,009680000"
"cold","1Col","1Col - 4",3038,703,"943.147","50,3998000","94,9273","5,07272",31,14,77,"1,517020000"
"cold","1Col","1Col - 4",2865,957,"1066.12","82,3634000","92,8285","7,17150",30,22,83,"1,989050000"
"cold","1Col","1Col - 4",2546,211,"801.633","12,1520000","98,5067","1,49327",28,5,62,"0,411603000"
"cold","1Col","1Col - 4",2886,602,"1054.71","48,0272000","95,6447","4,35526",30,13,74,"1,293720000"
"cold","1Col","1Col - 4",2877,250,"762.346","11,0138000","98,5758","1,42415",30,5,66,"0,340260000"
"cold","1Col","1Col - 4",2670,552,"991.536","44,9608000","95,6622","4,33777",29,13,72,"1,263660000"
"cold","1Col","1Col - 4",3050,776,"1026.28","58,6695000","94,5924","5,40759",31,16,79,"1,644790000"
"cold","1Col","1Col - 4",2773,664,"1063.56","51,3965000","95,3903","4,60972",30,15,76,"1,221350000"
"cold","1Col","1Col - 4",2655,458,"988.567","36,0139000","96,4850","3,51499",29,11,70,"0,944052000"
"cold","1Col","1Col - 4",3650,518,"1522.45","51,9731000","96,6989","3,30109",34,12,81,"1,130490000"
"cold","1Col","1Col - 4",2719,338,"960.76","21,3206000","97,8290","2,17097",30,8,69,"0,627796000"
"cold","1Col","1Col - 4",3079,836,"1105.96","61,3988000","94,7404","5,25961",31,17,80,"1,585850000"
"cold","1Col","1Col - 4",2692,566,"1033.68","49,5918000","95,4220","4,57798",29,11,70,"1,323110000"
"cold","1Col","1Col - 4",2915,324,"1116.9","22,0616000","98,0630","1,93699",30,8,69,"0,557877000"
"cold","1Col","1Col - 4",2911,620,"1123.56","59,2278000","94,9925","5,00748",30,14,75,"1,506060000"
"cold","1Col","1Col - 4",2876,513,"1082.78","39,3368000","96,4944","3,50560",30,12,73,"1,009090000"
"cold","1Col","1Col - 4",2495,543,"982.592","53,9712000","94,7933","5,20675",28,14,71,"1,403770000"
"cold","1Col","1Col - 5",2624,572,"1091,35","52,7398000","95,3903","4,60974",29,11,70,"1,290150000"
"cold","1Col","1Col - 5",2883,167,"995,83","10,0893000","98,9970","1,00299",30,6,67,"0,324703000"
"cold","1Col","1Col - 5",3131,542,"1220,62","42,9842000","96,5983","3,40170",31,13,76,"1,039780000"
"cold","1Col","1Col - 5",2670,538,"943,36","49,3010000","95,0334","4,96656",29,13,72,"1,486520000"
"cold","1Col","1Col - 5",3265,503,"1200,06","35,9007000","97,0953","2,90467",32,10,75,"0,899309000"
"cold","1Col","1Col - 5",3129,423,"1201,74","30,1043000","97,5562","2,44384",31,8,71,"0,685921000"
"cold","1Col","1Col - 5",3508,351,"1195,02","25,4427000","97,9153","2,08467",34,4,73,"0,299967000"
"cold","1Col","1Col - 5",2706,293,"1054,20","21,8897000","97,9658","2,03419",29,7,66,"0,533009000"
"cold","1Col","1Col - 5",3226,283,"1227,86","17,2343000","98,6158","1,38417",32,6,71,"0,402557000"
"cold","1Col","1Col - 5",4995,879,"725,02","27,5613000","96,3378","3,66224",40,14,95,"1,316470000"
"cold","1Col","1Col - 5",2638,220,"991,55","17,4478000","98,2708","1,72923",29,7,66,"0,491002000"
"cold","1Col","1Col - 5",4093,2,"973,88","0,0121823","99,9987","0,00125",36,3,76,"0,000512783"
"cold","1Col","1Col - 5",3279,359,"1279,10","24,2733000","98,1377","1,86234",32,10,75,"0,592109000"
"cold","1Col","1Col - 5",3077,452,"1111,55","31,4913000","97,2449","2,75506",31,8,71,"0,780323000"
"cold","1Col","1Col - 5",3097,488,"1182,39","38,3636000","96,8574","3,14262",31,9,72,"0,934720000"
"cold","1Col","1Col - 5",2493,444,"1009,19","41,6400000","96,0374","3,96258",29,10,69,"1,092180000"
"cold","1Col","1Col - 5",2369,418,"981,36","32,8550000","96,7605","3,23946",30,10,71,"0,855975000"
"cold","1Col","1Col - 5",3044,413,"1062,12","26,7834000","97,5403","2,45967",31,10,73,"0,705142000"
"cold","1Col","1Col - 5",3325,283,"1258,75","17,4914000","98,6295","1,37054",32,6,71,"0,395271000"
"cold","1Col","1Col - 5",2663,261,"1066,05","18,9312000","98,2552","1,74484",29,6,65,"0,478883000"
"cold","1Col","1Col - 5",2930,422,"1139,32","28,4978000","97,5597","2,44026",31,6,69,"0,480093000"
"cold","1Col","1Col - 5",3024,407,"1193,22","36,0339000","97,0686","2,93137",31,11,74,"0,950820000"
"cold","1Col","1Col - 5",3219,352,"1197,17","22,3094000","98,1706","1,82942",32,9,74,"0,535338000"
"cold","1Col","1Col - 5",3080,403,"1083,89","26,2200000","97,6381","2,36194",31,8,71,"0,669797000"
"cold","1Col","1Col - 5",3147,457,"1163,93","33,5187000","97,2008","2,79917",31,10,73,"0,832564000"
"cold","1Col","1Col - 5",2705,497,"1054,19","39,8346000","96,3589","3,64110",29,11,70,"0,979336000"
"cold","1Col","1Col - 5",2734,511,"1005,91","42,7552000","95,9229","4,07709",29,12,71,"1,156930000"
"cold","1Col","1Col - 5",2551,229,"869,52","13,5188000","98,4691","1,53093",28,4,61,"0,371991000"
"cold","1Col","1Col - 5",3074,392,"1058,57","25,7747000","97,6230","2,37699",31,7,70,"0,652785000"
"cold","1Col","1Col - 5",2824,248,"870,78","14,0252000","98,4149","1,58512",30,5,66,"0,427178000"
"cold","1Col","1Col - 5",2884,421,"965,44","27,1147000","97,2682","2,73182",30,8,69,"0,741569000"
"cold","1Col","1Col - 5",3656,27,"1097,71","1,0943500","99,9004","0,09959",34,3,72,"0,035201300"
"cold","1Col","1Col - 5",2395,304,"1019,84","21,8850000","97,8992","2,10084",28,6,63,"0,562461000"
"cold","1Col","1Col - 5",2471,455,"1070,88","39,0089000","96,4853","3,51468",28,9,66,"0,929534000"
"cold","1Col","1Col - 5",3233,493,"1279,26","40,4308000","96,9363","3,06366",32,14,79,"1,010400000"
"cold","1Col","1Col - 5",3275,411,"1252,65","30,5339000","97,6205","2,37954",32,10,75,"0,737606000"
"cold","1Col","1Col - 5",3114,321,"1156,42","22,0515000","98,1288","1,87119",31,6,69,"0,536033000"
"cold","1Col","1Col - 5",2540,280,"998,26","24,5737000","97,5975","2,40251",28,7,64,"0,609197000"
"cold","1Col","1Col - 5",3410,475,"1281,28","35,4668000","97,3065","2,69351",33,11,78,"0,815614000"
"cold","1Col","1Col - 5",3440,550,"1305,23","43,9704000","96,7410","3,25899",34,5,74,"0,521425000"
"cold","1Col","1Col - 5",2934,391,"1079,96","28,3907000","97,4385","2,56152",30,7,68,"0,685677000"
"cold","1Col","1Col - 5",2891,2,"905,90","0,0355965","99,9961","0,00393",30,3,64,"0,001274210"
"cold","1Col","1Col - 5",2741,547,"1032,78","44,1766000","95,8980","4,10198",29,10,69,"1,092730000"
"cold","1Col","1Col - 5",3098,534,"1141,55","44,5887000","96,2409","3,75915",31,13,76,"1,167920000"
"cold","1Col","1Col - 5",2676,601,"1016,12","62,7329000","94,1852","5,81480",29,14,73,"1,677030000"
"cold","1Col","1Col - 5",3090,455,"1193,38","33,6479000","97,2578","2,74222",31,10,73,"0,850043000"
"cold","1Col","1Col - 6",3219,220,"1142,14","12,1490000","98,9475","1,05250",32,4,69,"0,284329000"
"cold","1Col","1Col - 6",3094,395,"1160,29","30,9444000","97,4023","2,59768",31,10,73,"0,788579000"
"cold","1Col","1Col - 6",3295,514,"1279,50","34,7293000","97,3574","2,64255",33,10,77,"0,713560000"
"cold","1Col","1Col - 6",2539,932,"1136,21","109,1910000","91,2324","8,76757",29,21,80,"2,767040000"
"cold","1Col","1Col - 6",2987,668,"1192,92","55,5616000","95,5497","4,45032",31,15,78,"1,304390000"
"cold","1Col","1Col - 6",3320,459,"1294,00","36,7658000","97,2372","2,76275",32,9,74,"0,842235000"
"cold","1Col","1Col - 6",3294,562,"1232,67","47,8854000","96,2606","3,73941",32,14,79,"1,193870000"
"cold","1Col","1Col - 6",2738,518,"1108,91","51,2538000","95,5822","4,41780",29,10,69,"1,232870000"
"cold","1Col","1Col - 6",3310,517,"1290,52","39,3125000","97,0438","2,95620",32,9,74,"0,894346000"
"cold","1Col","1Col - 6",2544,113,"866,22","6,5760500","99,2466","0,75345",28,3,60,"0,207008000"
"cold","1Col","1Col - 6",3273,461,"1259,34","34,9141000","97,3024","2,69763",32,11,76,"0,846914000"
"cold","1Col","1Col - 6",3369,362,"1240,18","21,4814000","98,2974","1,70264",33,6,73,"0,457957000"
"cold","1Col","1Col - 6",3419,458,"1245,49","30,3404000","97,6219","2,37809",33,9,76,"0,676218000"
"cold","1Col","1Col - 6",3302,500,"1218,05","38,1626000","96,9621","3,03792",32,13,78,"0,955724000"
"cold","1Col","1Col - 6",3116,384,"1185,19","29,3705000","97,5818","2,41821",31,9,72,"0,721764000"
"cold","1Col","1Col - 6",3087,487,"1155,50","36,1131000","96,9694","3,03062",31,11,74,"0,908776000"
"cold","1Col","1Col - 6",3138,426,"1189,46","31,6517000","97,4080","2,59203",31,10,73,"0,776683000"
"cold","1Col","1Col - 6",3280,376,"1173,40","29,3386000","97,5607","2,43932",32,8,73,"0,707067000"
"cold","1Col","1Col - 6",3050,563,"1115,82","38,7458000","96,6441","3,35588",31,22,85,"1,110380000"
"cold","1Col","1Col - 6",2929,545,"1181,53","40,3962000","96,6941","3,30594",31,11,74,"0,913256000"
"cold","1Col","1Col - 6",3105,261,"1151,36","16,0129000","98,6283","1,37170",31,7,70,"0,427327000"
"cold","1Col","1Col - 6",3136,585,"1166,99","47,9205000","96,0556","3,94437",31,14,77,"1,210330000"
"cold","1Col","1Col - 6",3246,486,"1154,31","36,8360000","96,9075","3,09247",32,11,76,"0,963445000"
"cold","1Col","1Col - 6",2721,464,"1072,86","38,8286000","96,5072","3,49276",29,8,67,"0,924529000"
"cold","1Col","1Col - 6",2720,326,"1043,83","22,1058000","97,9262","2,07385",29,8,67,"0,583261000"
"cold","1Col","1Col - 6",3251,368,"1190,62","24,5298000","97,9813","2,01866",32,8,73,"0,595820000"
"cold","1Col","1Col - 6",3060,362,"1044,89","23,9528000","97,7590","2,24100",31,8,71,"0,652361000"
"cold","1Col","1Col - 6",3048,389,"1089,02","28,5515000","97,4452","2,55478",31,9,72,"0,763167000"
"cold","1Col","1Col - 6",3244,628,"1137,67","56,3660000","95,2794","4,72063",32,15,80,"1,611240000"
"cold","1Col","1Col - 6",2403,627,"928,13","49,6665000","94,9206","5,07945",28,30,87,"1,521610000"
"cold","1Col","1Col - 6",2926,447,"1108,74","31,9697000","97,1974","2,80262",31,10,73,"0,834370000"
"cold","1Col","1Col - 6",3223,421,"1128,57","30,5097000","97,3678","2,63223",32,13,78,"0,865629000"
"cold","1Col","1Col - 6",2489,914,"1070,80","81,8393000","92,8998","7,10016",29,18,77,"1,726060000"
"cold","1Col","1Col - 6",3223,287,"1056,59","17,6961000","98,3528","1,64724",32,7,72,"0,531806000"
"cold","1Col","1Col - 6",2667,416,"966,91","32,6616000","96,7324","3,26757",29,9,68,"0,904442000"
"cold","1Col","1Col - 6",2902,375,"987,53","28,1782000","97,2258","2,77424",30,11,72,"0,855554000"
"cold","1Col","1Col - 6",2639,517,"940,55","40,7284000","95,8495","4,15053",29,10,69,"1,160800000"
"cold","1Col","1Col - 6",2671,129,"915,16","6,5815400","99,2860","0,71404",29,3,62,"0,194428000"
"cold","1Col","1Col - 6",3106,254,"1079,24","16,7745000","98,4695","1,53050",31,9,72,"0,496592000"
"cold","1Col","1Col - 6",2442,1007,"1030,81","94,8032000","91,5776","8,42238",29,13,72,"0,050059400"
"cold","1Col","1Col - 6",2933,501,"1122,52","44,1079000","96,2192","3,78080",30,12,73,"1,109890000"
"cold","1Col","1Col - 6",3063,335,"1145,31","22,7098000","98,0557","1,94430",31,8,71,"0,577039000"
"cold","1Col","1Col - 6",3135,421,"1172,51","30,3881000","97,4738","2,52623",31,7,70,"0,644093000"
"cold","1Col","1Col - 6",2716,701,"980,43","63,7108000","93,8983","6,10173",29,15,74,"1,761980000"
"cold","1Col","1Col - 6",3661,412,"1684,98","33,7414000","98,0368","1,96316",34,8,77,"0,580672000"
"cold","1Col","1Col - 6",3445,412,"1270,64","23,2189000","98,2054","1,79455",33,7,74,"0,474989000"
"cold","1Col","1Col - 6",3786,429,"1875,06","51,2089000","97,3416","2,65845",36,12,85,"1,011560000"
"cold","1Col","1Col - 6",3485,412,"1290,02","27,3871000","97,9211","2,07886",33,11,78,"0,685112000"
"cold","1Col","1Col - 6",3289,498,"1238,30","43,2226000","96,6272","3,37276",32,11,76,"1,070030000"
"cold","1Col","1Col - 6",4577,503,"1919,26","42,1465000","97,8512","2,14879",38,10,87,"0,782987000"
"cold","1Col","1Col - 6",2931,300,"1083,62","23,9586000","97,8368","2,16316",30,6,67,"0,579246000"
"cold","1Col","1Col - 6",3243,385,"1164,88","24,8874000","97,9082","2,09179",32,7,72,"0,592840000"
"cold","1Col","1Col - 6",3226,488,"1084,78","32,9131000","97,0553","2,94472",32,10,75,"0,881168000"
"cold","1Col","1Col - 6",3697,503,"1000,59","29,9305000","97,0956","2,90441",34,7,76,"0,812413000"
"cold","1Col","1Col - 7",3070,622,"950,95","42,5303000","95,7191","4,28095",31,10,73,"1,224510000"
"cold","1Col","1Col - 7",3464,435,"1068,47","26,1501000","97,6110","2,38897",33,9,76,"0,791926000"
"cold","1Col","1Col - 7",3204,498,"1042,88","37,5099000","96,5281","3,47187",32,13,78,"1,185700000"
"cold","1Col","1Col - 7",2996,712,"1021,55","57,1270000","94,7040","5,29603",31,13,76,"1,523860000"
"cold","1Col","1Col - 7",2292,41,"775,23","1,9644800","99,7472","0,25277",27,3,58,"0,066913200"
"cold","1Col","1Col - 7",3417,271,"1133,53","17,9385000","98,4421","1,55787",33,6,73,"0,512479000"
"cold","1Col","1Col - 7",3472,435,"1173,36","33,6677000","97,2107","2,78930",33,10,77,"0,925929000"
"cold","1Col","1Col - 7",3084,431,"1123,28","30,9342000","97,3199","2,68010",31,8,71,"0,782794000"
"cold","1Col","1Col - 7",2978,159,"1067,82","11,0658000","98,9743","1,02567",31,3,66,"0,278690000"
"cold","1Col","1Col - 7",2831,202,"876,07","15,8049000","98,2279","1,77210",30,6,67,"0,554957000"
"cold","1Col","1Col - 7",3311,475,"1110,09","32,6229000","97,1451","2,85487",32,12,77,"0,898225000"
"cold","1Col","1Col - 7",3073,489,"1052,78","37,3717000","96,5719","3,42813",31,10,73,"0,985019000"
"cold","1Col","1Col - 7",3112,478,"1074,89","33,4465000","96,9823","3,01771",31,8,71,"0,856722000"
"cold","1Col","1Col - 7",3077,364,"1021,90","20,1164000","98,0695","1,93053",31,4,67,"0,462825000"
"cold","1Col","1Col - 7",3048,236,"964,04","13,2009000","98,6492","1,35084",31,5,68,"0,385695000"
"cold","1Col","1Col - 7",2842,678,"914,46","71,8687000","92,7135","7,28649",30,18,79,"2,321990000"
"cold","1Col","1Col - 7",3096,497,"1002,59","42,4622000","95,9368","4,06315",31,13,76,"1,289070000"
"cold","1Col","1Col - 7",3097,383,"1035,31","25,2972000","97,6148","2,38515",31,7,70,"0,695639000"
"cold","1Col","1Col - 7",3113,474,"1073,77","31,3786000","97,1607","2,83930",31,9,72,"0,790318000"
"cold","1Col","1Col - 7",4705,1043,"2337,48","156,5370000","93,7235","6,27650",39,21,100,"2,587920000"
"cold","1Col","1Col - 7",3748,344,"1059,77","19,2857000","98,2127","1,78727",34,7,76,"0,611515000"
"cold","1Col","1Col - 7",3125,479,"1079,59","31,8333000","97,1358","2,86419",32,9,74,"0,842635000"
"cold","1Col","1Col - 7",2931,569,"1000,51","47,1308000","95,5012","4,49875",30,11,72,"1,293120000"
"cold","1Col","1Col - 7",3084,75,"985,67","3,7423400","99,6218","0,37824",31,3,66,"0,119042000"
"cold","1Col","1Col - 7",5085,365,"1916,56","26,8418000","98,6188","1,38117",41,7,90,"0,518215000"
"cold","1Col","1Col - 7",3083,473,"1060,05","34,2167000","96,8731","3,12692",31,9,72,"0,898929000"
"cold","1Col","1Col - 7",2901,459,"1029,83","37,5945000","96,4780","3,52198",30,10,71,"1,082550000"
"cold","1Col","1Col - 7",3172,425,"1102,46","33,8802000","97,0185","2,98151",32,10,75,"0,921114000"
"cold","1Col","1Col - 7",2629,290,"972,04","23,5515000","97,6344","2,36558",29,8,67,"0,678454000"
"cold","1Col","1Col - 7",3295,254,"1087,30","16,5568000","98,5001","1,49990",32,7,72,"0,469022000"
"cold","1Col","1Col - 7",3284,624,"1201,43","54,0020000","95,6985","4,30148",32,13,78,"1,363240000"
"cold","1Col","1Col - 7",3294,371,"1111,55","25,4691000","97,7600","2,23998",32,7,72,"0,652957000"
"cold","1Col","1Col - 7",2924,367,"1080,93","26,9062000","97,5713","2,42871",30,8,69,"0,688732000"
"cold","1Col","1Col - 7",3298,317,"1136,54","18,7890000","98,3737","1,62629",32,6,71,"0,495717000"
"cold","1Col","1Col - 7",3148,453,"1124,06","31,5685000","97,2683","2,73171",31,10,73,"0,815784000"
"cold","1Col","1Col - 7",3272,607,"1062,03","43,5243000","96,0631","3,93688",32,11,76,"1,206940000"
"cold","1Col","1Col - 7",3762,2,"688,19","0,0274791","99,9960","0,00399",34,3,72,"0,001480250"
"cold","1Col","1Col - 7",2743,686,"923,68","55,6385000","94,3187","5,68133",29,13,72,"1,557260000"
"cold","1Col","1Col - 7",3087,429,"986,93","30,8374000","96,9701","3,02992",31,9,72,"0,886717000"
"cold","1Col","1Col - 7",3419,499,"1167,69","32,4503000","97,2961","2,70388",33,9,76,"0,740256000"
"cold","1Col","1Col - 7",3292,546,"1217,18","39,0084000","96,8947","3,10529",32,10,75,"0,922913000"
"cold","1Col","1Col - 7",3184,520,"1138,35","38,2392000","96,7500","3,25001",33,11,78,"1,030330000"
"cold","1Col","1Col - 7",3540,327,"1184,93","19,5136000","98,3799","1,62013",33,9,76,"0,558172000"
"cold","1Col","1Col - 7",2870,501,"1048,07","45,0699000","95,8770","4,12298",30,14,75,"1,206180000"
"cold","1Col","1Col - 7",2408,446,"895,57","42,2298000","95,4969","4,50307",28,13,70,"1,272780000"
"cold","1Col","1Col - 7",2616,734,"1085,97","74,7133000","93,5630","6,43699",29,15,74,"1,924370000"
"cold","1Col","1Col - 7",2544,390,"939,56","28,0950000","97,0966","2,90341",29,9,68,"0,773791000"
"cold","1Col","1Col - 8",2382,480,"740,21","32,3656000","95,8107","4,18930",28,11,68,"1,201220000"
"cold","1Col","1Col - 8",2871,482,"872,72","29,0310000","96,7806","3,21940",30,9,70,"0,897280000"
"cold","1Col","1Col - 8",2894,658,"966,46","56,9738000","94,4330","5,56695",30,13,74,"1,691370000"
"cold","1Col","1Col - 8",3477,511,"916,19","34,0289000","96,4188","3,58118",33,12,79,"1,214990000"
"cold","1Col","1Col - 8",3067,429,"974,87","32,5346000","96,7705","3,22954",31,8,71,"0,829166000"
"cold","1Col","1Col - 8",2741,712,"938,16","60,0999000","93,9795","6,02048",29,14,73,"1,736870000"
"cold","1Col","1Col - 8",2447,589,"836,13","53,1303000","94,0254","5,97464",28,13,70,"1,725460000"
"cold","1Col","1Col - 8",2157,501,"766,69","38,4601000","95,2232","4,77675",27,8,63,"0,977710000"
"cold","1Col","1Col - 8",2601,499,"894,58","36,8592000","96,0428","3,95722",29,10,69,"1,064480000"
"cold","1Col","1Col - 8",3698,520,"854,13","23,1760000","97,3583","2,64174",34,11,80,"0,862715000"
"cold","1Col","1Col - 8",2528,658,"838,61","53,5864000","93,9939","6,00612",28,14,71,"1,637280000"
"cold","1Col","1Col - 8",2796,562,"863,05","41,0491000","95,4597","4,54033",30,12,73,"1,396480000"
"cold","1Col","1Col - 8",4126,839,"1574,98","89,3027000","94,6342","5,36583",36,18,91,"2,080490000"
"cold","1Col","1Col - 8",3036,497,"954,58","33,0488000","96,6537","3,34629",31,12,75,"1,065120000"
"cold","1Col","1Col - 8",2742,578,"896,40","43,2003000","95,4023","4,59774",29,11,70,"1,262830000"
"cold","1Col","1Col - 8",2868,775,"922,76","63,1994000","93,5900","6,40997",30,15,76,"1,799980000"
"cold","1Col","1Col - 8",2332,293,"765,52","22,0190000","97,2041","2,79594",27,8,63,"0,770447000"
"cold","1Col","1Col - 8",3025,477,"899,57","29,0747000","96,8691","3,13086",31,10,73,"0,894043000"
"cold","1Col","1Col - 8",2849,924,"843,55","97,9064000","89,6005","10,39950",30,17,78,"2,960080000"
"cold","1Col","1Col - 8",2900,537,"864,95","37,2071000","95,8758","4,12422",30,11,72,"1,259440000"
"cold","1Col","1Col - 8",2929,608,"972,16","46,9965000","95,3887","4,61130",30,13,74,"1,367150000"
"cold","1Col","1Col - 8",3083,565,"961,67","44,1129000","95,6141","4,38591",31,14,77,"1,435300000"
"cold","1Col","1Col - 8",2697,602,"882,36","47,2726000","94,9149","5,08510",29,13,72,"1,465170000"
"cold","1Col","1Col - 8",2884,326,"904,16","18,9109000","97,9513","2,04870",30,6,67,"0,529035000"
"cold","1Col","1Col - 8",3209,364,"962,76","22,8289000","97,6837","2,31628",32,8,73,"0,772012000"
"cold","1Col","1Col - 8",3079,407,"969,74","26,0188000","97,3870","2,61295",31,9,72,"0,789814000"
"cold","1Col","1Col - 8",3055,566,"895,67","37,2641000","96,0057","3,99431",31,12,75,"1,287280000"
"cold","1Col","1Col - 8",2901,110,"630,56","4,4895000","99,2930","0,70695",30,4,65,"0,200042000"
"cold","1Col","1Col - 8",3092,470,"946,42","30,5451000","96,8735","3,12652",31,9,72,"0,920015000"
